StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,SBMS_1,SBMS_2,SBMS_3,SBMS_4,SBMS_5,SBMS_6,SBMS_7,SBMS_8,SBMS_9,SBMS_10,SBMS_11,SBMS_12,SBMS_13,SBMS_14,SBMS_15,SBMS_16,SBMS_17,SBMS_18,SBMS_19,SBMS_20,SBMS_21,SBMS_22,SBMS_23,SBMS_24,SBMS_25,SBMS_26,SBMS_27,SBMS_28,SBMS_29,SBMS_30,SBMS_31,SBMS_32,DOSPERT_1,DOSPERT_2,DOSPERT_3,DOSPERT_4,DOSPERT_5,DOSPERT_6,BNT1,BNT2,BNT3,BNT4,CRT1,CRT2,CRT3,BIS_Short_1,BIS_Short_2,BIS_Short_3,BIS_Short_4,BIS_Short_5,BIS_Short_6,BIS_Short_7,BIS_Short_8,BIS_Short_9,BIS_Short_10,BIS_Short_11,BIS_Short_12,BIS_Short_13,ATGS_1,ATGS_2,ATGS_3,ATGS_4,ATGS_5,ATGS_6,ATGS_7,ATGS_8,Recency,Frequency,Typical Bet,Type,Age,Race/Ethnicity,Gender,id
4/10/25 16:12,4/10/25 16:21,0,68.181.17.191,100,505,1,4/10/25 16:21,R_1Pk7P159IidOWiS,,,,,34.0322,-118.2836,anonymous,EN,1,3,1,4,4,2,3,5,4,2,2,4,4,2,5,5,4,4,4,5,4,4,4,3,3,5,3,4,3,5,4,5,4,5,5,3,6,5,6,30,0.25,23,0.6,5,100,24,2,2,2,3,3,3,2,3,2,3,3,3,3,4,2,3,2,4,3,4,2,20,0.3,10,5,22,8,2,29471
4/3/25 16:27,4/3/25 16:28,0,207.151.52.47,9,6,0,4/10/25 16:28,R_3u4RzKbwehM70ml,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/10/25 16:33,4/10/25 17:06,0,104.193.222.42,100,1969,1,4/10/25 17:06,R_633WEJ11tnbfLdF,,,,,34.1004,-118.2946,anonymous,EN,1,3,3,4,4,4,3,4,1,6,3,4,3,4,6,6,3,6,4,4,4,4,4,6,4,5,2,5,3,5,5,4,4,2,4,3,5,7,6,25,0.25,6,0.1,10,20,10,2,3,2,3,3,2,3,3,2,3,3,4,4,5,3,1,2,3,3,3,2,0,1,3,4,19,8,2,33572
4/10/25 17:06,4/10/25 17:16,0,104.193.222.42,100,646,1,4/10/25 17:16,R_7377FlSI0XXpc1J,,,,,34.1004,-118.2946,anonymous,EN,1,3,3,4,4,4,2,4,3,6,3,3,4,4,6,6,5,6,6,6,4,4,4,6,3,6,3,5,3,5,6,3,4,3,5,5,3,5,6,25,0.25,6,0.1,10,20,10,2,3,2,3,3,3,3,3,3,3,2,4,4,4,3,4,2,4,3,4,2,3,1,3,4,19,8,2,%SURVEY_CODE%
4/4/25 10:51,4/4/25 10:52,0,207.151.52.240,27,50,0,4/11/25 10:52,R_6hxMSUurDaoe3ny,,,,,34.0322,-118.2836,anonymous,EN,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/11/25 11:42,4/11/25 13:34,0,76.86.180.156,100,6703,1,4/11/25 13:34,R_5fHuQLf63aaHKxx,,,,,34.0322,-118.2836,anonymous,EN,1,6,1,6,1,5,2,1,6,2,1,1,5,1,5,1,3,2,6,1,6,3,1,6,2,1,1,1,6,1,6,1,6,1,1,1,1,1,1,10,0.6,20,0,10,100,24,2,4,2,3,2,2,2,3,2,4,3,4,4,1,5,5,1,5,1,3,1,0,0,0,5,20,8,2,33604
4/11/25 13:34,4/11/25 13:38,0,76.86.180.156,100,197,1,4/11/25 13:38,R_1Ooj8l6mznJ77AO,,,,,34.0068,-118.2562,anonymous,EN,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,6,1,4,1,5,1,4,4,4,4,4,4,3,1,10,0,10,100,24,4,4,4,3,4,2,4,2,4,3,4,4,4,3,3,5,3,3,3,3,3,0,0,0,5,20,8,2,%SURVEY_CODE%
4/4/25 13:58,4/4/25 13:58,0,68.181.17.205,9,8,0,4/11/25 13:58,R_1cZaQkMRhCNwf5B,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/4/25 14:04,4/4/25 14:08,0,68.181.17.201,23,205,0,4/11/25 14:08,R_50nQK02AIBB0drz,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,5,2,2,2,5,2,2,5,1,1,2,5,5,4,4,5,2,5,1,2,2,5,2,5,4,2,1,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,5,3,2,4,,,,,,,,%SURVEY_CODE%
4/11/25 19:08,4/11/25 19:17,0,76.86.63.182,100,547,1,4/11/25 19:17,R_5cgu0OyALlGmV6F,,,,,34.0068,-118.2562,anonymous,EN,1,3,2,6,2,3,4,3,3,2,3,2,2,3,5,4,5,3,6,4,4,4,3,1,6,4,3,4,3,4,4,3,5,1,6,1,2,2,5,30,0.25,20,0.5,5,5,47,3,4,3,2,4,2,1,3,3,2,1,3,2,3,4,3,1,1,2,3,3,37,0.4,11,2,20,3,1,31481
4/11/25 20:37,4/11/25 20:42,0,50.175.168.105,100,315,1,4/11/25 20:42,R_6jDJfxliltPd6jy,,,,,34.0322,-118.2836,anonymous,EN,1,3,3,3,3,2,2,3,2,3,2,2,2,3,3,3,2,2,2,3,3,3,2,3,3,1,3,3,3,2,3,3,2,4,4,3,5,4,4,30,0.25,20,0.5,10,100,47,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,0,0,100,3,20,9,2,33458
4/11/25 23:59,4/12/25 0:10,0,216.171.51.237,100,672,1,4/12/25 0:10,R_6oNpYTXR9qZqOwr,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,5,5,5,4,2,2,2,5,1,2,2,4,6,6,3,2,1,2,2,2,4,5,2,6,6,4,4,6,5,3,1,2,1,2,2,5,25,0.425,23.3,0.0025,5,5,47,2,3,3,3,3,2,1,2,2,2,4,3,3,4,2,5,1,4,3,2,3,90,0.05,5,2,19,3,2,33628
4/12/25 0:10,4/12/25 0:15,0,216.171.51.237,100,336,1,4/12/25 0:15,R_7mz78HXvEGooMgV,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,6,5,2,5,4,2,1,2,1,2,2,6,5,6,3,2,1,2,2,1,3,5,3,3,5,4,4,5,3,2,1,6,1,3,1,5,25,0.25,23,0.5,10,5,47,2,3,2,3,3,2,2,2,1,2,4,3,3,4,4,4,2,4,4,3,4,90,0.05,5,2,19,3,2,%SURVEY_CODE%
4/5/25 19:20,4/5/25 19:20,0,207.151.52.72,9,10,0,4/12/25 19:20,R_65uaAplDTuIzsoF,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/12/25 20:52,4/12/25 21:27,0,68.181.17.93,100,2060,1,4/12/25 21:27,R_6Dnfiywp8GxZHMc,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,4,2,2,5,4,2,2,5,2,2,2,6,6,4,4,5,1,4,1,2,2,4,4,4,5,2,2,3,4,1,1,5,1,5,1,3,30,0.25,23,0.8,1,5,24,2,3,3,3,3,1,2,2,2,3,4,3,3,2,4,4,3,4,2,2,3,100,0,30,1,18,3,2,32988
4/12/25 21:27,4/12/25 21:32,0,68.181.17.93,100,329,1,4/12/25 21:32,R_546tZBUOp3o0rCP,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,4,1,3,5,2,1,2,6,1,2,2,4,5,4,4,4,2,5,1,3,1,2,4,5,4,3,2,4,5,2,1,5,1,5,1,5,30,0.25,23,0.8,1,5,24,2,3,2,3,3,2,2,2,2,4,4,3,3,4,5,4,3,4,2,2,3,100,0,30,1,18,3,2,%SURVEY_CODE%
4/6/25 12:21,4/6/25 12:21,0,207.151.52.222,9,5,0,4/13/25 12:21,R_3JDir4rcKNeSLgV,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/6/25 16:52,4/6/25 16:53,0,207.151.52.149,9,5,0,4/13/25 16:53,R_5qWCtmeLcCfQm3h,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/13/25 17:51,4/13/25 18:05,0,23.240.191.124,100,832,1,4/13/25 18:05,R_69ucUBiYy9ms0YT,,,,,34.2106,-118.8716,anonymous,EN,1,1,1,5,1,2,2,5,3,5,3,1,2,1,4,4,6,1,2,1,3,4,4,2,3,4,3,4,5,2,1,1,1,1,4,1,2,1,6,10,0.25,20,0.4,10,5,47,2,4,3,4,3,1,1,2,1,4,4,4,3,4,5,5,1,5,2,2,3,100,0,10,1,20,9,2,33426
4/6/25 20:36,4/6/25 20:36,0,76.175.118.156,9,6,0,4/13/25 20:36,R_6Qm3lBfb4E5VxHZ,,,,,34.0068,-118.2562,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/6/25 20:39,4/6/25 20:39,0,68.181.17.85,9,7,0,4/13/25 20:39,R_3f8wY6VDpRyqgqT,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/13/25 20:43,4/13/25 21:01,0,23.241.167.129,100,1078,1,4/13/25 21:01,R_3JguWkNwAtnPeBH,,,,,33.8697,-118.3693,anonymous,EN,1,2,2,6,5,2,5,2,4,5,4,2,4,6,5,5,6,4,6,2,4,3,5,1,2,5,2,5,3,5,5,4,2,7,7,6,6,2,6,35,0.25,33,0.4,10,100,47,2,4,4,4,4,2,1,2,2,2,1,2,1,5,4,4,4,4,3,4,1,30,0.5,10,4,21,9,1,31941
4/14/25 0:59,4/14/25 1:07,0,76.81.120.115,100,424,1,4/14/25 1:07,R_3Rp3uiVK1iALu9z,,,,,34.0456,-118.2694,anonymous,EN,1,3,4,4,4,3,4,3,3,3,5,4,5,4,4,3,4,3,4,5,5,4,4,3,3,4,4,3,4,4,4,4,3,2,4,1,4,2,4,25,0.5,20,0.2,5,5,47,1,3,3,4,2,2,2,3,3,4,3,4,4,3,2,3,4,4,5,3,2,0,0,0,2,21,10,2,33345
4/7/25 1:42,4/7/25 1:42,0,68.180.70.250,23,43,0,4/14/25 1:42,R_3OwupUgWTJC2pa4,,,,,34.0322,-118.2836,anonymous,EN,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/7/25 10:24,4/7/25 10:25,0,207.151.52.197,18,74,0,4/14/25 10:25,R_6oXtLDzCdWxupgX,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,1,2,1,1,3,,,,,,,,%SURVEY_CODE%
4/7/25 11:17,4/7/25 11:17,0,207.151.52.87,9,11,0,4/14/25 11:17,R_1DpixZPvGIPElTK,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/7/25 12:11,4/7/25 12:11,0,68.181.17.249,9,3,0,4/14/25 12:11,R_7lmmOhpmDjumNa0,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29647
4/7/25 12:13,4/7/25 12:14,0,207.151.52.90,9,8,0,4/14/25 12:14,R_7jHvDTBHe4zcQK8,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/7/25 12:24,4/7/25 12:25,0,207.151.52.135,9,20,0,4/14/25 12:25,R_1Hzs164G95y6l7O,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/7/25 13:37,4/7/25 13:39,0,207.151.52.206,9,98,0,4/14/25 13:39,R_1Ld29RHefQT3HFy,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/10/25 17:58,4/14/25 13:43,0,207.151.52.196,100,330275,1,4/14/25 13:43,R_5xKJ5hvzyeiaKpQ,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,4,1,1,1,1,1,1,6,1,1,1,4,5,5,1,3,1,5,1,2,1,5,1,5,3,5,1,4,2,1,1,6,1,5,3,3,30,0.4,20,0.08,5,5,47,3,2,2,3,2,2,2,2,2,2,2,3,1,4,4,5,2,4,3,3,2,100,0,0,1,24,3,2,29981
4/7/25 13:55,4/7/25 13:55,0,207.151.52.50,9,3,0,4/14/25 13:55,R_5BxoSR5Lq4j8MYN,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/14/25 13:43,4/14/25 14:01,0,207.151.52.196,100,1074,1,4/14/25 14:01,R_6FMbKIEISw0oWx1,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,5,2,2,4,3,1,1,6,1,1,3,4,4,4,3,3,2,6,1,3,2,6,4,6,4,4,2,4,3,1,1,6,1,5,1,4,30,0.4,20,0.08,5,5,47,3,2,2,3,3,2,2,2,3,2,2,3,2,4,4,4,1,5,1,2,2,100,0,0,1,24,3,2,%SURVEY_CODE%
4/7/25 14:22,4/7/25 14:24,0,76.86.60.46,23,120,0,4/14/25 14:24,R_7HUOAcvEfkcYfWF,,,,,34.0068,-118.2562,anonymous,EN,1,3,3,6,6,3,2,3,6,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,1,3,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,,,,,,,,%SURVEY_CODE%
4/14/25 14:36,4/14/25 14:45,0,172.118.194.85,100,578,1,4/14/25 14:45,R_3k4BnCGB4HDMNlo,,,,,34.0447,-118.2946,anonymous,EN,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,6,1,6,6,1,1,1,1,1,6,1,6,1,6,1,1,1,1,1,7,1,7,1,7,30,0.25,20,0.5,5,5,47,3,2,1,3,1,1,1,2,3,2,1,3,4,5,5,5,1,5,1,1,5,0,0,0,5,22,7,1,33489
4/14/25 14:45,4/14/25 14:48,0,172.118.194.85,100,149,1,4/14/25 14:48,R_1t3U1QzlAbMQWvg,,,,,34.0447,-118.2946,anonymous,EN,1,5,1,1,1,1,1,1,2,2,1,6,1,6,1,6,1,6,1,6,1,2,1,6,1,6,1,6,1,6,6,1,1,7,1,1,1,1,1,20,0.25,20,0.25,5,5,7,3,3,3,1,4,4,2,2,1,4,2,2,1,4,4,5,4,5,5,5,5,0,0,0,1,22,7,1,33489
4/7/25 13:59,4/7/25 14:59,0,207.151.52.128,68,3562,0,4/14/25 14:59,R_668xTMvniDsiOf6,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,1,1,5,6,1,3,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,4,1,3,1,1,1,1,3,1,1,1,1,1,1,1,5,0.25,6,0.5,10,100,47,3,3,1,3,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,33605
4/14/25 15:15,4/14/25 15:30,0,207.151.52.75,100,898,1,4/14/25 15:30,R_6QKJaOGKfjAs1CP,,,,,34.0322,-118.2836,anonymous,EN,1,3,2,5,1,1,2,2,4,2,2,2,1,2,4,4,5,1,4,1,2,4,5,5,4,5,4,3,5,4,1,2,1,1,6,1,2,1,5,30,0.35,15,0.6,10,100,1,2,4,3,4,4,2,1,2,2,4,2,4,4,4,5,5,1,4,1,4,2,30,0,5,2,21,9,1,33498
4/14/25 15:55,4/14/25 16:00,0,68.181.17.47,100,307,1,4/14/25 16:00,R_1dEQ3rDJP7fMlmp,,,,,34.0322,-118.2836,anonymous,EN,1,1,3,3,1,3,6,4,2,2,6,2,2,3,5,3,5,4,3,3,6,2,2,3,6,4,2,5,3,6,6,3,3,1,1,1,1,1,1,25,0.25,20,0.5,5,5,47,2,2,1,2,2,2,3,2,2,2,1,1,3,2,4,5,2,5,2,2,5,0,0,0,5,20,3,2,33475
4/7/25 16:04,4/7/25 16:04,0,207.151.52.76,9,3,0,4/14/25 16:04,R_3QLLAFuNueGrxJs,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/14/25 16:01,4/14/25 16:05,0,68.181.17.47,100,214,1,4/14/25 16:05,R_1rdhGvoTRC1wg13,,,,,34.0322,-118.2836,anonymous,EN,1,3,3,3,3,4,4,3,1,4,3,1,3,2,4,4,4,4,4,2,3,2,2,1,2,3,3,5,1,3,3,3,3,1,1,1,1,1,1,25,0.25,10,0.5,1,5,47,2,2,2,2,2,3,2,2,2,2,1,2,3,1,5,5,2,5,1,1,5,0,0,0,5,20,3,2,33475
4/14/25 16:25,4/14/25 16:28,0,68.181.17.252,100,175,1,4/14/25 16:28,R_1ClRrhOOGFxToPv,,,,,34.0322,-118.2836,anonymous,EN,1,3,3,4,3,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,30,0.25,20,0.5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,5,20,10,3,33200
4/14/25 16:28,4/14/25 16:30,0,68.181.17.252,100,68,1,4/14/25 16:30,R_3nHI5nLDktBkCzT,,,,,34.0322,-118.2836,anonymous,EN,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,1,1,3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,11,1,1,5,20,10,3,%SURVEY_CODE%
4/7/25 17:07,4/7/25 17:15,0,207.151.52.42,68,501,0,4/14/25 17:15,R_5IaK11xO3VGLXIR,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,1,4,1,5,5,1,1,3,1,1,3,5,6,6,1,2,1,5,1,1,1,5,5,1,4,6,3,3,1,1,1,4,1,4,1,4,30,0.25,15,0.5,5,5,47,1,4,4,4,4,2,1,1,1,4,4,4,4,3,4,5,1,4,2,2,3,,,,,,,,33076
4/14/25 17:13,4/14/25 17:21,0,68.181.17.154,100,475,1,4/14/25 17:21,R_5WDv3jWnfdhRM80,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,2,1,2,5,6,4,2,3,3,4,2,5,5,5,2,5,5,3,3,3,2,4,4,3,5,2,5,5,3,3,1,6,3,4,2,5,25,0.25,23,0.2,5,5,47,2,2,3,3,2,2,2,3,3,2,2,3,3,4,4,3,2,4,3,4,1,4,1,15,1,20,3,1,33353
4/7/25 17:23,4/7/25 17:24,0,207.151.52.119,9,3,0,4/14/25 17:24,R_3hYfRgLLbSaoAih,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/14/25 17:21,4/14/25 17:25,0,68.181.17.154,100,222,1,4/14/25 17:25,R_5zbGOyPLBxtIpFL,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,3,1,2,4,5,4,2,3,4,5,2,6,5,5,2,5,5,2,3,3,2,4,4,4,5,3,5,5,2,3,2,5,4,4,5,5,25,0.25,23,0.2,5,5,47,2,2,3,3,3,2,2,2,2,2,2,3,3,4,4,3,1,4,3,4,2,4,1,15,1,20,3,1,%SURVEY_CODE%
4/7/25 18:53,4/7/25 18:53,0,207.151.52.163,9,5,0,4/14/25 18:53,R_5SiDcJbWipaYv3X,,,,,34.0322,-118.2836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/14/25 18:39,4/14/25 18:57,0,207.151.52.6,100,1075,1,4/14/25 18:57,R_5vry5bJ364epHKF,,,,,34.0322,-118.2836,anonymous,EN,1,1,3,6,5,4,5,5,5,3,3,4,2,1,6,6,4,3,3,3,5,2,6,2,5,3,4,6,3,5,4,4,4,1,5,1,2,3,1,30,0.4,20,0.2,5,5,47,1,3,2,4,2,1,1,1,1,3,2,4,4,2,5,5,2,5,1,2,3,5,0.5,5,2,19,3,2,33476
4/7/25 23:24,4/7/25 23:24,0,76.32.119.155,9,4,0,4/14/25 23:24,R_1gMirGvmTFuB7aq,,,,,34.0068,-118.2562,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
4/7/25 17:17,4/8/25 0:12,0,207.151.52.13,68,24894,0,4/15/25 0:12,R_7wNrFDWkaWiQ1R5,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,1,1,1,5,4,1,5,6,1,1,1,4,4,6,1,3,1,5,1,1,1,3,1,4,1,6,1,4,4,1,1,4,1,4,1,4,30,0.25,20,0.5,5,5,47,2,3,3,3,3,1,2,1,2,3,3,3,2,3,4,4,1,4,2,1,3,,,,,,,,33356
4/15/25 0:24,4/15/25 1:11,0,207.151.52.137,100,2837,1,4/15/25 1:11,R_7row6uJMpwSaIup,,,,,34.0322,-118.2836,anonymous,EN,1,5,5,4,3,4,2,4,3,5,2,5,2,4,3,6,3,4,5,5,5,5,3,4,4,3,5,5,3,6,4,4,5,4,4,6,5,4,2,20,0.25,20,0.8,5,100,47,3,2,1,2,3,3,1,4,4,4,2,3,2,2,2,5,5,4,3,4,3,2,0.5,50,3,18,7,2,33641
4/15/25 1:11,4/15/25 1:17,0,207.151.52.137,100,346,1,4/15/25 1:17,R_3vl7I8TmAWnzN45,,,,,34.0322,-118.2836,anonymous,EN,1,5,6,4,3,4,2,2,4,3,3,1,6,4,4,4,5,4,3,3,1,4,6,1,4,2,3,3,6,2,3,4,5,5,3,4,2,5,3,30,0.75,20,0.8,5,100,47,3,4,2,3,1,2,4,3,2,1,2,3,3,3,3,1,5,2,4,3,5,2,1,50,3,18,7,2,%SURVEY_CODE%
4/15/25 1:33,4/15/25 1:37,0,207.151.52.137,100,252,1,4/15/25 1:37,R_3JXbTn7UJlRfeMB,,,,,34.0322,-118.2836,anonymous,EN,1,6,6,5,5,3,4,3,6,2,5,2,4,4,6,2,5,3,6,5,4,4,5,6,1,5,3,2,2,3,1,3,3,3,6,6,2,4,2,30,0.75,20,0.8,5,100,47,2,1,4,1,3,3,3,2,4,1,3,2,3,3,5,4,4,2,1,3,4,2,1,50,3,18,7,2,33641
4/8/25 9:41,4/8/25 9:42,0,207.151.52.112,27,90,0,4/15/25 9:42,R_3Kjyd7CSEtCMXSk,,,,,34.0322,-118.2836,anonymous,EN,1,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,6,5,5,5,5,5,4,5,5,5,5,4,3,5,5,3,6,6,6,6,6,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%SURVEY_CODE%
