StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,SBMS_1,SBMS_2,SBMS_3,SBMS_4,SBMS_5,SBMS_6,SBMS_7,SBMS_8,SBMS_9,SBMS_10,SBMS_11,SBMS_12,SBMS_13,SBMS_14,SBMS_15,SBMS_16,SBMS_17,SBMS_18,SBMS_19,SBMS_20,SBMS_21,SBMS_22,SBMS_23,SBMS_24,SBMS_25,SBMS_26,SBMS_27,SBMS_28,SBMS_29,SBMS_30,SBMS_31,SBMS_32,DOSPERT_1,DOSPERT_2,DOSPERT_3,DOSPERT_4,DOSPERT_5,DOSPERT_6,BNT1,BNT2,BNT3,BNT4,CRT1,CRT2,CRT3,BIS_Short_1,BIS_Short_2,BIS_Short_3,BIS_Short_4,BIS_Short_5,BIS_Short_6,BIS_Short_7,BIS_Short_8,BIS_Short_9,BIS_Short_10,BIS_Short_11,BIS_Short_12,BIS_Short_13,ATGS_1,ATGS_2,ATGS_3,ATGS_4,ATGS_5,ATGS_6,ATGS_7,ATGS_8,Recency,Frequency,Typical Bet,Type,Age,Race/Ethnicity,Gender,id
3/24/25 19:10,3/24/25 19:14,0,207.151.52.216,100,239,1,3/24/25 19:14,R_7rurtcwre1lBhC2,,,,,34.0322,-118.2836,anonymous,EN,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,0.8,60,0.5,10,100,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,0,0,5,19,4,1,33193
3/24/25 19:14,3/24/25 19:17,0,207.151.52.216,100,161,1,3/24/25 19:17,R_3WJ4Li5tFfyIFzm,,,,,34.0322,-118.2836,anonymous,EN,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,30,0.8,60,0.5,10,100,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,0,0,1,19,4,1,%SURVEY_CODE%
3/24/25 19:17,3/24/25 19:19,0,207.151.52.216,100,102,1,3/24/25 19:19,R_5ESYcqhuDcMjaCr,,,,,34.0322,-118.2836,anonymous,EN,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,30,0.8,60,0.5,10,100,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,1,100,3,19,4,1,%SURVEY_CODE%
3/24/25 20:57,3/24/25 21:04,0,104.32.128.192,100,408,1,3/24/25 21:04,R_6TFgvH3ClTMSwTx,,,,,34.0068,-118.2562,anonymous,EN,1,1,3,5,4,2,6,4,5,2,4,1,1,3,6,6,6,4,4,1,6,4,6,5,6,5,1,5,4,4,5,6,6,3,4,3,7,3,5,25,0.25,20,0.5,5,5,47,3,2,3,3,2,2,3,2,2,2,2,3,1,3,3,3,2,2,2,3,2,45,0.25,50,4,21,9,2,33518
3/24/25 21:04,3/24/25 21:08,0,104.32.128.192,100,261,1,3/24/25 21:08,R_3jfiwWSjPxxxBHG,,,,,34.0068,-118.2562,anonymous,EN,1,5,4,4,4,5,3,3,4,5,3,4,3,6,3,3,5,3,4,5,4,3,4,3,4,4,4,4,3,6,5,5,3,3,4,4,5,5,4,30,0.25,20,0.6,2,15,5,1,3,2,3,1,3,2,3,3,2,3,2,3,4,3,3,3,3,3,3,4,45,0.25,50,4,21,9,2,%SURVEY_CODE%
3/24/25 22:10,3/24/25 22:19,0,207.151.52.105,100,508,1,3/24/25 22:19,R_1JtCpMMXActtiCJ,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,1,1,1,5,1,1,1,6,1,1,1,1,6,6,1,6,1,1,1,1,2,4,1,3,1,4,1,1,4,1,1,1,1,1,1,1,30,0.25,20,0.5,10,100,47,3,2,1,2,1,2,2,2,2,2,1,4,4,5,3,2,3,4,1,3,2,100,0,10,1,20,9,2,32108
3/24/25 22:12,3/24/25 22:31,0,216.171.51.237,100,1146,1,3/24/25 22:31,R_5dGECFwYHBHkVy9,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,4,4,1,5,1,2,1,5,1,2,1,1,4,5,1,2,1,5,4,2,2,4,4,3,4,3,1,2,1,1,1,6,1,2,2,5,30,0.4,20,0.08,50,5,47,2,4,3,3,4,1,2,2,2,4,4,3,4,1,2,4,3,4,3,3,4,100,0.01,30,2,21,3,1,32773
3/24/25 22:14,3/24/25 23:12,0,107.198.0.219,100,3479,1,3/24/25 23:12,R_5CQfWOZMO3YMXgk,,,,,34.0313,-118.3124,anonymous,EN,1,2,2,2,2,2,4,2,2,2,5,2,2,2,5,5,3,5,5,2,5,2,2,2,5,2,2,2,2,2,5,5,2,1,2,2,2,1,3,30,0.25,10,0.2,10,100,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,2,2,4,100,0,0,1,21,8,2,28955
3/25/25 9:24,3/25/25 9:44,0,207.151.52.152,100,1178,1,3/25/25 9:44,R_3xdEfT9XvtL3nrP,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,1,2,3,4,4,2,1,5,1,2,2,5,5,5,3,5,1,2,1,2,4,3,1,5,3,5,2,3,1,2,1,1,1,1,1,1,5,0.5,12,0.5,110,100,24,2,4,3,3,3,1,1,1,1,4,4,3,4,5,4,3,3,5,4,4,2,0,0,5,1,20,1,2,33137
3/25/25 9:44,3/25/25 9:48,0,207.151.52.152,100,268,1,3/25/25 9:48,R_3osEF86iB26EDbH,,,,,34.0322,-118.2836,anonymous,EN,1,2,1,4,2,4,3,4,3,1,5,1,2,2,4,5,2,3,4,2,4,1,1,2,3,2,5,4,4,3,4,3,2,1,1,1,1,1,1,5,0.5,12,0.5,110,100,24,2,4,3,4,4,2,1,1,1,3,4,3,4,4,3,2,3,4,4,4,1,0,0,5,1,20,1,2,%SURVEY_CODE%
3/25/25 9:25,3/25/25 9:49,0,68.181.17.173,100,1434,1,3/25/25 9:49,R_3A5qvIjIigXdYIN,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,6,6,4,5,6,1,1,3,2,3,1,6,6,4,6,6,3,4,5,1,2,3,1,4,5,2,6,4,4,3,5,7,5,1,5,3,30,0.25,20,0.66,5,5,47,2,4,3,4,4,2,1,1,1,4,4,4,4,3,4,4,2,4,4,4,3,30,0.1,100,1,19,3,1,32878
3/25/25 9:55,3/25/25 10:11,0,207.151.52.178,100,976,1,3/25/25 10:11,R_6zAwpNVEbuwNJCG,,,,,34.0322,-118.2836,anonymous,EN,1,1,2,1,4,1,2,1,1,1,6,1,1,2,5,5,4,4,4,3,2,1,1,1,5,1,2,5,5,4,1,1,1,1,6,1,3,2,5,30,0.1,23,0.5,5,5,47,2,3,3,4,4,1,1,2,2,4,4,3,3,4,2,4,2,4,3,2,4,99,0.1,10,3,22,9,2,28952
3/25/25 10:11,3/25/25 10:18,0,207.151.52.178,100,414,1,3/25/25 10:18,R_3shAnjhcpgsH8s1,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,1,5,1,2,5,1,1,2,1,1,1,5,5,3,4,5,4,1,1,1,1,5,1,5,5,1,4,1,1,1,2,6,2,3,2,6,30,0.1,23,0.5,5,5,47,2,4,3,4,4,1,1,2,2,4,4,3,3,4,4,4,2,4,2,4,4,99,0.1,10,3,22,9,2,%SURVEY_CODE%
3/25/25 10:37,3/25/25 10:52,0,68.181.17.234,100,884,1,3/25/25 10:52,R_55TMsRZ6vPDRHVX,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,5,1,1,2,5,2,4,5,2,2,1,4,2,6,1,5,1,3,2,5,4,4,3,5,1,5,3,3,2,1,1,6,1,5,1,3,30,0.25,0.33,0.5,5,5,47,1,3,3,4,3,1,1,1,1,3,2,4,4,1,4,2,1,3,1,1,3,100,0.1,7,4,19,9,1,31048
3/25/25 11:08,3/25/25 11:30,0,68.181.17.7,100,1334,1,3/25/25 11:30,R_7OVkWS9qwl7MRyq,,,,,34.0322,-118.2836,anonymous,EN,1,2,4,4,3,4,2,5,5,4,2,3,4,2,3,4,5,5,2,2,5,1,3,4,4,4,6,5,2,4,5,2,4,2,6,2,4,2,4,30,0.25,23,0.6,50,100,24,2,3,3,3,3,2,1,2,2,3,4,3,4,4,3,3,2,3,4,3,1,60,0.25,10,1,20,10,1,32946
3/25/25 11:28,3/25/25 11:36,0,68.181.17.187,100,459,1,3/25/25 11:36,R_5OTXZOfqqdRjo2u,,,,,34.0322,-118.2836,anonymous,EN,1,5,5,5,2,1,2,3,4,5,1,6,5,2,2,5,5,5,5,5,4,5,5,4,1,5,4,5,2,5,5,2,1,3,6,5,6,6,6,30,0.25,20,0.5,5,100,47,3,3,2,3,3,3,2,3,3,1,2,3,3,4,4,3,1,4,2,4,1,30,0,15,1,18,3,1,33370
3/25/25 11:30,3/25/25 11:52,0,68.181.17.7,100,1308,1,3/25/25 11:52,R_7QL2l4XO2o6BDa4,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,3,2,4,2,4,3,3,3,4,3,3,3,3,4,5,4,1,4,4,4,3,5,2,4,3,3,4,4,4,2,1,5,2,5,2,6,30,0.25,23,0.5,50,100,24,2,3,3,3,3,2,3,2,2,3,4,4,4,5,4,3,2,4,3,3,2,7,1,10,4,20,1,1,%SURVEY_CODE%
3/25/25 13:33,3/25/25 13:43,0,68.181.17.36,100,590,1,3/25/25 13:43,R_5N3y8155H6AxHPv,,,,,34.0322,-118.2836,anonymous,EN,1,3,2,3,4,2,4,4,2,4,3,3,3,3,4,6,5,4,5,4,5,3,4,4,3,3,5,5,5,4,4,3,2,3,6,3,6,5,5,30,0.1,23,0.04,5,100,34,2,3,3,3,3,2,2,2,2,3,3,3,3,4,3,3,2,4,2,4,2,14,0,0,1,20,9,2,32328
3/25/25 13:52,3/25/25 14:09,0,207.151.52.25,100,1077,1,3/25/25 14:09,R_5nOFqbD1UkK3uKJ,,,,,34.0322,-118.2836,anonymous,EN,1,1,3,1,1,1,1,4,1,1,6,1,1,2,3,1,6,1,5,4,1,1,1,1,4,1,1,5,4,1,1,1,5,1,5,1,1,1,4,30,0.25,20,0.5,5,5,47,4,4,3,4,2,1,1,2,2,3,3,3,4,2,1,1,1,1,2,1,2,30,0.25,50,1,19,8,1,33407
3/25/25 14:36,3/25/25 14:45,0,207.151.53.27,100,541,1,3/25/25 14:45,R_31HQODFwMtHdB9w,,,,,34.0322,-118.2836,anonymous,EN,1,5,3,5,2,5,3,4,4,5,3,4,5,3,5,5,2,5,4,4,5,5,4,4,5,4,3,5,3,5,5,4,5,4,4,4,5,5,6,3,0.25,18,0.5,5,5,47,2,3,2,3,3,2,2,2,2,3,3,3,3,4,4,3,4,4,3,4,3,2,2,20,4,18,10,2,33240
3/25/25 14:38,3/25/25 14:46,0,68.181.17.164,100,450,1,3/25/25 14:46,R_70wAVtfwKmQqPOw,,,,,34.0322,-118.2836,anonymous,EN,1,2,1,2,2,2,4,2,2,2,2,2,2,2,1,2,4,2,2,1,2,1,2,2,4,2,2,2,3,2,2,2,2,1,2,1,1,1,1,15,0.7,45,0.4,1,100,1,2,1,2,3,3,2,2,2,2,3,3,3,3,2,4,5,2,5,2,1,4,0,0,0,1,20,6,2,31955
3/25/25 14:49,3/25/25 14:55,0,207.151.52.65,100,340,1,3/25/25 14:55,R_6F51zDnOSOXqOGI,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,5,4,1,4,4,4,1,2,1,1,1,4,3,4,1,4,4,1,1,1,3,4,4,4,1,6,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,5,4,4,4,4,4,1,1,1,1,4,4,4,4,1,5,5,1,4,1,1,5,100,0,5,3,21,9,2,29586
3/25/25 14:41,3/25/25 14:58,0,68.181.17.90,100,1029,1,3/25/25 14:58,R_1PnO2IJQtD0ZwBE,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,4,1,1,2,6,6,4,1,1,5,2,6,6,5,4,6,2,5,3,4,4,5,3,3,4,4,4,6,2,1,1,3,7,7,5,7,30,0.25,23,0.016,5,5,47,2,2,2,3,3,2,1,2,3,3,1,3,4,4,5,4,1,5,4,5,3,10,0.5,30,4,18,7,1,33555
3/25/25 15:18,3/25/25 15:29,0,207.151.52.104,100,643,1,3/25/25 15:29,R_7VdRwvPrs7xCwTn,,,,,34.0322,-118.2836,anonymous,EN,1,4,3,4,1,2,5,3,6,2,2,3,2,2,4,5,4,5,2,4,5,3,3,5,5,4,2,5,2,4,6,2,4,1,5,2,5,1,4,30,0.25,20,0.5,5,5,47,2,3,2,4,4,2,2,2,2,4,4,4,4,4,4,5,1,5,3,2,2,100,0.15,20,3,19,7,2,32646
3/25/25 15:29,3/25/25 15:34,0,207.151.52.104,100,278,1,3/25/25 15:34,R_3PmK67m2KTT1S4d,,,,,34.0322,-118.2836,anonymous,EN,1,2,3,4,3,2,2,4,2,2,3,3,2,2,3,5,5,5,1,4,5,4,5,5,5,5,2,5,5,4,6,2,3,2,4,2,6,2,6,30,0.25,20,0.5,5,5,47,2,4,2,4,4,2,2,2,2,4,4,4,4,4,4,4,1,5,2,3,2,100,0.15,20,3,19,7,2,%SURVEY_CODE%
3/25/25 15:30,3/25/25 15:43,0,172.226.4.0,100,819,1,3/25/25 15:43,R_1Ixj3goLRVIMiuB,,,,,33.9571,-118.3622,anonymous,EN,1,1,1,5,1,1,1,1,1,1,6,1,1,4,5,5,4,4,4,1,4,1,1,5,6,4,4,4,2,1,4,5,1,1,7,1,6,1,6,30,0.25,23,0.5,5,100,47,2,4,2,4,4,1,1,1,1,4,4,3,4,4,5,5,2,5,2,4,4,0,0,0,5,21,7,1,33184
3/25/25 15:46,3/25/25 15:55,0,137.25.41.176,100,544,1,3/25/25 15:55,R_55sTmKAWfcSZO4p,,,,,34.2188,-118.1998,anonymous,EN,1,2,1,5,1,2,3,4,1,4,3,1,4,2,5,5,4,4,4,1,1,3,4,4,4,4,2,4,2,3,4,5,1,3,1,1,1,1,2,5,0.25,6,0.5,5,100,47,2,3,2,3,3,2,2,2,2,3,4,3,3,2,4,4,2,5,2,2,4,0,0,20,2,22,4,2,33009
3/25/25 13:52,3/25/25 15:56,0,104.35.233.97,100,7401,1,3/25/25 15:56,R_7SFkrcVlP6390Od,,,,,34.0322,-118.2836,anonymous,EN,1,5,1,4,5,4,6,5,4,5,6,4,1,6,6,6,5,5,5,4,5,3,4,5,4,5,3,5,4,5,6,2,1,5,5,6,6,5,5,25,0.5,10,0.3,90,500,24,1,4,2,2,3,1,1,2,3,2,2,4,4,4,5,3,2,3,3,3,3,0,0.5,1,4,34,1,1,33179
3/25/25 15:43,3/25/25 15:56,0,207.151.52.191,100,740,1,3/25/25 15:56,R_1Kbwb6bsDuNMRln,,,,,34.0322,-118.2836,anonymous,EN,1,1,2,5,4,1,3,5,5,3,3,3,2,1,6,5,6,1,6,1,5,2,3,2,5,1,5,4,4,4,5,3,2,1,7,1,6,1,5,30,0.25,20,0.5,5,5,24,2,4,3,4,4,2,1,1,3,4,2,4,3,4,5,4,1,5,2,4,2,90,0,5,2,20,8,2,33556
3/25/25 15:56,3/25/25 16:01,0,207.151.52.191,100,335,1,3/25/25 16:01,R_1r3qKXc1JdSIjuk,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,5,5,1,2,6,5,1,2,3,4,1,5,6,6,1,5,1,4,2,3,2,4,2,5,4,4,4,4,3,2,1,6,1,4,1,5,30,0.25,20,0.5,5,5,24,2,4,3,4,4,1,1,1,2,4,2,3,3,4,5,4,1,5,2,4,3,90,0.5,10,2,20,8,2,%SURVEY_CODE%
3/25/25 15:47,3/25/25 16:02,0,68.181.17.32,100,857,1,3/25/25 16:02,R_3nkU5U6DQfqDcXf,,,,,34.0322,-118.2836,anonymous,EN,1,2,1,4,2,2,3,5,4,2,5,2,2,2,4,4,5,3,2,2,4,2,2,2,3,3,4,5,2,2,5,3,1,1,6,2,5,2,2,30,0.4,20,0.5,10,100,25,2,3,2,3,3,2,1,2,2,3,3,3,3,3,5,4,2,4,2,3,4,90,0.1,20,1,22,9,2,33078
3/25/25 15:55,3/25/25 16:03,0,137.25.41.176,100,460,1,3/25/25 16:03,R_5PNt6YYAPgSasXh,,,,,34.2188,-118.1998,anonymous,EN,1,1,1,5,1,2,2,4,1,4,2,1,1,3,5,5,3,4,5,1,3,3,3,4,4,4,4,4,3,4,5,4,1,3,1,2,1,2,1,5,0.25,20,0.5,5,100,47,2,3,2,3,3,2,2,2,2,3,4,3,3,2,4,4,2,5,2,4,4,0,0,20,2,22,4,2,%SURVEY_CODE%
3/25/25 15:56,3/25/25 16:26,0,104.35.233.97,100,1843,1,3/25/25 16:26,R_7ffY7JgEGnLuUTz,,,,,34.0849,-118.2943,anonymous,EN,1,2,4,2,3,3,5,2,4,2,4,2,3,3,2,2,4,5,3,3,4,3,4,2,4,2,4,3,3,2,2,3,2,6,6,6,6,6,6,25,0.5,30,0.3,90,500,20,2,3,2,3,3,1,1,1,2,3,2,4,4,3,3,3,3,3,3,3,3,0,0.2,0,2,34,1,1,%SURVEY_CODE%
3/25/25 16:22,3/25/25 16:31,0,207.151.52.20,100,500,1,3/25/25 16:31,R_708lvCQb3dNOLrZ,,,,,34.0322,-118.2836,anonymous,EN,1,3,1,2,3,2,4,5,2,5,4,2,2,2,3,5,2,3,3,3,2,1,3,3,2,3,2,3,2,3,4,2,3,1,1,1,1,1,1,26,0.05,12,0.75,1,10,12,2,2,2,3,3,3,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,10,0.5,10,5,30,10,2,30769
3/25/25 16:52,3/25/25 17:08,0,207.151.52.64,100,908,1,3/25/25 17:08,R_3qe4g0F4nn3Uzfj,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,4,2,1,2,5,2,1,5,1,3,2,6,6,5,5,6,1,5,1,3,2,4,2,3,4,5,4,4,1,1,1,5,1,5,1,5,30,0.25,20,0.5,5,5,47,1,3,3,3,3,1,1,1,2,4,4,4,3,4,3,4,2,4,1,4,3,100,0,5,5,21,3,2,32884
3/25/25 17:08,3/25/25 17:12,0,207.151.52.64,100,283,1,3/25/25 17:12,R_7Mnhr242UTclmPb,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,2,1,1,1,5,2,1,5,2,2,1,5,6,2,5,5,1,6,2,2,1,3,1,3,5,5,4,4,1,1,1,5,1,5,1,5,30,0.25,20,0.5,5,5,47,1,3,3,4,3,1,1,1,2,4,4,3,3,4,3,5,2,4,2,4,3,100,0,5,5,21,3,2,%SURVEY_CODE%
3/25/25 17:08,3/25/25 17:15,0,207.151.52.215,100,398,1,3/25/25 17:15,R_3xMSaJFR1MxKpjP,,,,,34.0322,-118.2836,anonymous,EN,1,3,3,3,2,4,3,4,3,2,3,2,3,2,6,6,5,5,5,2,4,3,4,5,4,4,3,4,2,4,5,5,2,5,6,3,5,3,5,30,0.25,20,0.5,10,5,47,2,4,3,3,2,3,2,2,3,2,3,3,3,3,4,4,2,5,2,2,2,7,0.5,20,1,18,3,2,32955
3/25/25 17:16,3/25/25 17:36,0,207.151.52.144,100,1172,1,3/25/25 17:36,R_18zXRwxs1oCGdt7,,,,,34.0322,-118.2836,anonymous,EN,1,2,1,5,2,3,5,5,4,3,2,2,4,3,5,5,6,2,5,4,2,4,4,4,4,4,4,5,4,4,4,4,2,1,7,5,6,1,6,30,0.25,21,0.5,5,1,47,2,3,3,3,3,2,2,2,2,3,3,3,4,3,4,4,2,4,2,3,2,30,0.3,20,4,20,3,1,33396
3/25/25 17:36,3/25/25 17:39,0,207.151.52.144,100,217,1,3/25/25 17:39,R_3s48nSsqG7wn7Hs,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,4,2,2,5,4,3,2,2,3,3,2,5,2,5,4,5,4,2,4,4,4,4,4,3,5,3,5,4,2,2,2,7,5,6,3,6,30,0.25,21,0.5,5,1,47,2,3,2,3,3,2,2,3,2,3,3,3,3,4,5,4,1,4,2,4,4,50,0.3,20,4,20,3,1,%SURVEY_CODE%
3/25/25 17:40,3/25/25 17:42,0,207.151.52.144,100,126,1,3/25/25 17:42,R_57jVsrElnoh05Gb,,,,,34.0322,-118.2836,anonymous,EN,1,4,4,3,3,3,2,2,5,2,4,4,3,3,4,2,4,3,5,3,4,2,2,4,4,3,4,3,2,4,5,2,4,3,7,2,5,2,6,30,0.25,0.5,0.5,5,1,47,2,3,3,3,3,2,2,2,2,3,3,3,3,2,4,4,1,4,2,4,4,60,0.3,20,4,20,3,1,33396
3/25/25 18:00,3/25/25 18:08,0,68.181.17.109,100,473,1,3/25/25 18:08,R_6nvDse1xodYAzEN,,,,,34.0322,-118.2836,anonymous,EN,1,5,1,3,1,4,3,2,3,2,4,4,5,2,5,4,2,2,2,3,4,4,5,3,3,5,4,1,4,5,4,4,1,7,7,7,7,7,7,30,0.01,15,0.1,5,5,41,2,4,4,4,3,4,3,4,2,4,4,2,4,5,1,1,5,1,5,5,1,3,0.25,1500,4,30,1,3,33403
3/25/25 18:08,3/25/25 18:11,0,68.181.17.109,100,169,1,3/25/25 18:11,R_5IDLGSo4K0gOXjr,,,,,34.0322,-118.2836,anonymous,EN,1,3,4,3,3,3,4,5,6,5,5,4,4,3,5,4,4,5,6,5,3,4,4,6,4,6,6,4,5,3,6,5,6,4,4,4,4,4,4,30,0.05,25,0.1,5,5,41,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,0.25,1500,4,21,5,1,%SURVEY_CODE%
3/25/25 20:27,3/25/25 20:49,0,107.198.0.219,100,1320,1,3/25/25 20:49,R_71pD66PwE2XHBol,,,,,34.0313,-118.3124,anonymous,EN,1,2,2,5,2,3,4,2,2,2,5,2,2,5,2,5,2,5,5,2,5,2,2,4,4,2,4,2,5,2,2,5,2,2,2,2,2,2,2,30,0.25,20,0.3,10,100,24,1,2,2,2,2,1,2,2,1,2,3,2,2,2,4,4,3,4,2,2,4,100,0,0,1,21,8,2,28955
3/24/25 23:12,3/25/25 20:55,0,107.198.0.219,100,78222,1,3/25/25 20:55,R_5h6XNFhFESeQDZL,,,,,34.0313,-118.3124,anonymous,EN,1,2,2,5,2,3,4,2,2,2,5,2,2,2,5,5,2,5,5,2,5,2,2,4,4,2,4,2,2,2,5,5,2,2,2,2,2,2,2,30,0.25,20,0.2,10,100,24,1,2,2,2,2,1,2,1,1,2,2,2,2,2,4,2,3,4,4,2,4,100,0,0,1,21,8,2,%SURVEY_CODE%
3/26/25 9:04,3/26/25 9:10,0,76.53.243.210,100,391,1,3/26/25 9:10,R_1viul1DTEz8ylZy,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,6,4,2,2,4,4,4,4,2,2,2,5,5,5,3,5,4,2,3,3,2,2,4,3,4,2,4,3,3,2,2,6,2,6,2,6,30,0.25,20,0.5,10,5,47,1,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,4,1,2,3,10,0.25,5,4,19,6,2,32116
3/26/25 11:35,3/26/25 11:45,0,207.151.52.16,100,651,1,3/26/25 11:45,R_7QEyYb10tfEfT1f,,,,,34.0322,-118.2836,anonymous,EN,1,2,4,1,1,4,4,2,1,4,6,1,2,4,3,5,3,5,5,4,3,2,4,3,5,4,5,2,5,3,4,4,2,1,3,1,2,1,3,30,0.25,20,0.5,10,100,24,2,3,3,3,3,2,2,2,3,3,3,3,3,4,3,3,2,3,4,3,2,100,0.3,10,1,20,3,1,33399
3/26/25 11:45,3/26/25 11:53,0,207.151.52.16,100,443,1,3/26/25 11:53,R_6WSZejpMAXqEXRP,,,,,34.0322,-118.2836,anonymous,EN,1,1,2,2,2,1,1,2,1,3,4,2,1,5,5,5,4,5,5,2,3,2,3,2,5,5,5,3,5,4,3,3,2,1,2,2,2,2,1,30,0.25,20,0.5,10,100,24,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,10,0.3,10,1,20,3,1,%SURVEY_CODE%
3/26/25 11:55,3/26/25 12:00,0,207.151.52.57,100,274,1,3/26/25 12:00,R_5xJC4S5gGfVoVlD,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,4,2,4,5,5,4,5,3,4,5,6,6,6,6,5,2,5,2,6,5,5,4,4,3,2,5,5,4,1,4,2,6,6,2,6,4,30,0.25,20,0.4,10,100,47,2,3,2,4,2,2,2,3,2,4,4,4,4,5,5,5,4,5,3,4,2,0,3,75,4,22,3,1,27531
3/26/25 11:53,3/26/25 12:02,0,207.151.52.16,100,556,1,3/26/25 12:02,R_59QoFFdQjvIu5QR,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,1,2,2,2,3,1,3,2,2,2,2,5,4,5,5,5,2,3,2,2,2,5,4,5,2,2,2,2,2,2,1,2,2,2,2,1,30,0.25,20,0.5,10,100,24,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,4,3,2,2,10,0.3,10,1,20,3,1,%SURVEY_CODE%
3/26/25 11:50,3/26/25 12:04,0,207.151.52.45,100,836,1,3/26/25 12:04,R_5dKB3dmQCcLEu13,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,4,4,4,2,5,4,5,3,2,3,3,5,6,5,5,5,5,4,4,4,5,4,5,4,5,2,5,5,5,3,3,7,6,5,7,5,30,0.25,20,0.8,10,5,47,2,3,2,3,3,2,2,2,2,4,3,3,2,4,4,4,2,4,4,4,2,30,0.25,10,1,19,4,2,33116
3/26/25 12:04,3/26/25 12:09,0,207.151.52.45,100,335,1,3/26/25 12:09,R_68qGA86Sx3TZCLL,,,,,34.0322,-118.2836,anonymous,EN,1,2,3,4,4,5,2,5,4,4,3,3,3,3,5,5,5,5,5,5,5,3,5,4,4,5,4,5,2,5,5,5,3,6,6,5,5,6,5,30,0.25,20,0.8,10,5,47,2,3,3,3,3,2,2,2,2,3,3,3,2,2,4,4,2,4,2,4,2,30,0.25,10,1,19,9,2,%SURVEY_CODE%
3/26/25 12:22,3/26/25 12:42,0,68.181.17.129,100,1208,1,3/26/25 12:42,R_3E9B5Itkk0K8TX6,,,,,34.0322,-118.2836,anonymous,EN,1,1,1,5,1,1,6,4,1,1,6,1,1,1,4,5,2,1,1,1,5,1,1,1,6,1,5,2,2,1,5,5,1,1,6,1,1,1,5,30,0.25,20,0.2,50,5,47,2,3,1,3,3,2,2,2,2,3,3,3,3,4,5,5,1,5,1,1,5,100,0,0,5,21,4,2,26944
3/26/25 12:56,3/26/25 13:04,0,68.181.17.83,100,449,1,3/26/25 13:04,R_30SmFYJ7jlJRM4h,,,,,34.0322,-118.2836,anonymous,EN,1,2,1,4,4,4,3,4,2,3,4,1,1,1,5,5,5,2,5,1,3,1,1,2,4,4,3,5,3,4,5,3,1,1,4,1,4,2,3,30,0.25,20,0.5,5,5,47,2,3,3,3,3,2,2,2,2,4,4,4,3,3,4,3,2,4,3,2,3,7,0.1,20,1,20,9,2,30401
3/26/25 13:46,3/26/25 13:58,0,68.181.17.178,100,723,1,3/26/25 13:58,R_73x7DuDXzuSNpIu,,,,,34.0322,-118.2836,anonymous,EN,1,2,2,5,3,4,5,4,5,4,2,5,5,2,5,3,6,4,4,4,2,4,4,4,5,5,2,4,4,4,5,2,2,1,5,1,2,5,5,30,0.1,24,0.6,5,5,47,2,3,2,3,3,3,3,3,3,3,3,3,3,4,2,2,4,4,4,4,4,45,1,10,4,19,10,1,33097
